text;time
@ibnu_noran8 @etdz101010 @haditha21 @wilayathalab @abu_adamm idont care; 9/24/2015
rt @conflicts: yemen isis branch says it’s behind mosque blast that killed 25 - @alarabiya_eng http://t.co/vwzqvy5ojy; 9/24/2015
rt @rt_com: breaking: 100 people killed, 390 injured outside #mecca in hajj crush – media http://t.co/yedd2eymd3 http://t.co/vhrvagxbs4; 9/24/2015
@haditha21 @ibnu_noran8 @etdz101010 @wilayathalab @abu_adamm iwont go away.die in rage!; 9/24/2015
@haditha21 @ibnu_noran8 @etdz101010 @wilayathalab @abu_adamm i dont.block me if you want u fool; 9/24/2015
@haditha21 @ibnu_noran8 @etdz101010 @wilayathalab @abu_adamm your a murtad too!; 9/24/2015
@haditha21 @ibnu_noran8 @etdz101010 @wilayathalab @abu_adamm im not here because of you...so you cant force me what to do; 9/24/2015
@mrrman2 @abu_adamm @etdz101010 @haditha21 @ibnu_noran8 @wilayathalab lets see whos murtad on the day of judgement; 9/24/2015
@mrrman2 @abu_adamm @etdz101010 @haditha21 @ibnu_noran8 oh yes.allah azzawajal is the final judge.i dont care if yoy judge me a murtad; 9/24/2015
@haditha21 allah azzawajal is the final judge.i dont care you judge me a murtad.your not allah azzawajal; 9/24/2015
@haditha21 @ibnu_noran8 @etdz101010 @wilayathalab @abu_adamm iwont go away.you are not my rabb to command me and judge me.shame on you; 9/24/2015
@haditha21 @ibnu_noran8 @etdz101010 @wilayathalab @abu_adamm you dont know me then judge me a murtad! woe to you! shame on you!; 9/24/2015
@haditha21 @ibnu_noran8 @etdz101010 @wilayathalab @abu_adamm you judge me without proof!we wil see each other on judgement day you fool; 9/24/2015
alhamdulillah! dawlatul islam! baaqiya! hopefully ansarul khilafa wil unite all mujahidin groups in southeast asia. https://t.co/kavldresnk; 9/25/2015
@shooter19681 @applesux yes.the propaganda of the kuffar to discredit the khilafa is so strong but its allah swt who givs guidance; 9/25/2015
rt @drovera: #saudiarabia opposes #netherlands call 4 un 2 investigate war crimes in #yemen . no surprise! http://t.co/q0xqoaaiat http://t.…; 9/25/2015
rt @sean_ulama: assalamu alaykum!  taqabbal allahu minna wa minkum. may allah protect the land of khilafah and the muslimun.  wilayah sulu/…; 9/25/2015
know who he is? mujahid from sulu,mindanao,philippines http://t.co/5e1hkfq9rv; 9/25/2015
rt @ramiallolah: can we safely say now: the #syria|n rebels 'handed over' #zabadani to #iran and #assad?!; 9/25/2015
rt @ejmalrai: not all syrians have been prevented from going to mecca to perform hajj. ahrar al-sham leaders in ft. #syria http://t.co/lyxn…; 9/25/2015
rt @terror_monitor: #iraq #islamicstate (#isis) terror group claims to have killed 401 high ranking #iraqi &amp; #iranian officers since 2014 h…; 9/25/2015
rt @adnan04ar01: 140,000 muslims celebrate eid al-adha at moscow’s new mosque. http://t.co/mobckstpig http://t.co/a7ogzedswn; 9/25/2015
not a risk but its already a reality! https://t.co/zqgltzrzlj; 9/25/2015
rt @danieleraineri: russians, syrians and iranians setting up military coordination cell in baghdad   http://t.co/hyabzufqzc; 9/25/2015
@wilayatninawa post it if you want.i dont care..do it now!; 9/25/2015
@wilayatninawa i follow our rules.not yours!; 9/25/2015
@wilayatninawa i or we answer only to allah swt,the khilafa and our group.not to http://t.co/fctllwlskj my pic now.lets see who goes to hell; 9/25/2015
@wilayatninawa you dare xpose me to the enemies! wil see each other on judgement day!allah azzawajal is the best judge; 9/25/2015
@wilayatninawa its you who xpose me.remember that...you wil be liable on judgement day.; 9/25/2015
@wilayatninawa and if you think im that dumb..your wrong.im not alone here.i hav companions who are like me.; 9/25/2015
@wilayatninawa so now you are sharing my pic via dm.why not post it on twitter for the world to see; 9/25/2015
@wilayatninawa your really really dumb.do you think im dumb to send you my real pic and reveal my real identity to someone i dont know?; 9/25/2015
@wilayatninawa hahaha..dumb you are.we and our group intentionally did that to test how people react on twitter; 9/25/2015
this guy thinks im that dumb to reveal my identity to someone like him whom i dont know! https://t.co/maojcv0kc3; 9/25/2015
no need to share those pics via dm.il post them my self on twitter because thats not me.. hahaha https://t.co/t3fqyfhjqx; 9/25/2015
@wilayatninawa.here are the pics...! http://t.co/v29nlopnoe; 9/25/2015
@wilayatninawa so if you think u really know me.well your wrong! hahahaha; 9/25/2015
@coalitionhaqq what?the pics that i gav him? http://t.co/2gcutg0dvw; 9/25/2015
@coalitionhaqq thats not me and we intentionally did that to test twitter reaction.cant trust anybody here.they react badly and blindly!; 9/25/2015
@abu_naoufal @wilayatninawa no akhi..i just intentionaly used him as bait to test twitter reaction.beliv me dont trust anybody here; 9/25/2015
@wilayatninawa so please forgive me for using you as bait...allah azzawajal is the final judge.may he reward you for your deeds n intentions; 9/25/2015
to all my baqiya family.please for giv me for causing confusion.its our way how to test twitter reaction.our group intentionally did that; 9/25/2015
we needed to see ourselves how people react.we are many here on twitter now on monitor.our study is finished.so we therefore conclude.......; 9/25/2015
trust nobody on twitter; 9/25/2015
this acount only intended for study purposes.il deactivate it.please forgive me for the trouble and confusion.we needed to make it look real; 9/25/2015
@shammlly12 @wilayatninawa very sory.i was just tasked to do it.its for our group.please forgive me..; 9/25/2015
@shammlly12 @wilayatninawa yes we know.i was just tasked to do it.to note i did not mention the name of our group.its confidential; 9/25/2015
@shammlly12 @wilayatninawa yes.we know that akhi.our group just wanted to know or test something.sory for the inconvenience; 9/25/2015
@_croxetti_ @proj32 @somaliyyah you dont really know the whole story aq..just bear with me and forgive me..; 9/25/2015
@proj32 @somaliyyah its about knowing whos who or to identify betwen fren or foe on twiter or on social media; 9/25/2015
@shammlly12 @wilayatninawa yes akhi.this is a bait acount.intended for study only.an expendable acount; 9/25/2015
@11_haqqprevails @_croxetti_ @proj32 @somaliyyah im very sory sister.iwas just tasked to do it.sory if i broke your heart or feling; 9/25/2015
@11_haqqprevails @_croxetti_ @proj32 @somaliyyah if you notice i didnt mention name of our group and acted imprudent or harsh.; 9/25/2015
@11_haqqprevails @_croxetti_ @proj32 @somaliyyah i didnt mention any sheik right?our group instructed me to be like that..; 9/25/2015
@somaliyyah @proj32 cant xplain everything cause its confidential..we are developing our own security measures on social media; 9/25/2015
@11_haqqprevails @_croxetti_ @proj32 @somaliyyah everything was fake from the beginning.anyway we are finished..this acount is xpendable; 9/25/2015
@abu_naoufal @wilayatninawa im very sory akhi.i was just tasked to do it.we needed to develop our own security or how to identify companions; 9/25/2015
@_croxetti_ @11_haqqprevails @proj32 @somaliyyah then who is that one person?; 9/25/2015
@abu_naoufal @wilayatninawa will know if its efective once we start using it.; 9/25/2015
@_croxetti_ @11_haqqprevails @proj32 @somaliyyah we cant blame them akhi.. human inteligence or maybe they know better than us; 9/25/2015
@shammlly12 @wilayatninawa ameen..; 9/25/2015
rt @muslimprisoners: ya allah  #freemuslimprisoners http://t.co/cecph4pkpf; 9/27/2015
الله اكبر العراق / الانبار / البغدادي اسقاط طائرة استطلاع امريكية في ناحية البغدادي ولله الحمد; 9/27/2015
#عاجل مقتل 12 جنديا في هجوم لمقاتلي #الدولة_الإسلامية بدأ بسيارتين ملغمتين على مقر الجيش بالمستشفى الأردني شرق #الفلوجة وانتهى بالسيطرة عليه; 9/27/2015
killed 12iraqi soldiers by is attack began wit 2car mines on army hq in alurdani hospital, east fallujah &amp; ended with control on it; 9/27/2015
deir ezzor: islamic state fighters clashing with regime forces in alhoikh district and targeting the dahmosh tower with heavy weapons; 9/27/2015
islamic state shot down a reconnaissance aircraft in the western anbar province, al-baghdadi #iraq; 9/27/2015
aleppo: is were able 2 kill about 35 soldiers of d saa &amp; destruction of 2 tanks &amp; armored &amp; seize munitions after d ambush in east alsafirah; 9/27/2015
war against #is a proven failure https://t.co/gd5i0niqud; 9/28/2015
can they stop al shabab??? nah! https://t.co/alst92hlh8; 9/28/2015
rt @doammuslims: #palestine - israeli zionists watching #masjidalaqsa burning and #ummah is sleeping!  #islam #israel http://t.co/s4bwfoh3o2; 9/28/2015
بشرررررررررررى #عاجل #دولة_الخلافة إسقاط طائرة مروحية للجيش الصّفوي غرب مدينة #تكريت، ولله الحمد. #ولاية_صلاح_الدين http://t.co/ggspkldvfy; 9/28/2015
urgenntttt! #is shot down safavid regime helicopter west of the city of tikrit. mandate of salah al-din iraq; 9/28/2015
mandate of fallujah #is destroyed a humvee belonging to the safavid army with a weapon (12.5) mm northeast of fallujah #iraq; 9/28/2015
rt @hk2307: video shows #taliban with captured tanks after taking control of #kunduz, a key provincial capital in n. #afghanistan http://t.…; 9/29/2015
baghdad: detonated a bomb in saadoun street in the central of baghdad which led to the killing and wounding of more than 20 shia terrorist; 9/29/2015
mandate north baghdad: #is soldiers clash with rafidya military force and killed 6 of them, including the deputy commander of brigade 22; 9/29/2015
@hxhassan  you apostate how many re tweets did your tweets get ? you are a liar and the islamic project is winning in syria oh murtadeen; 9/29/2015
@hxhassan you kafir your burning aren't you the islamic project is winning in syria you kafir; 9/29/2015
#is announce liberation of "alhorh" area in altarmiya completely from the hands of shiites and it is located only 17 km away from baghdad; 9/29/2015
الدولة الإسلامية تحرر منطقة "الهورة" في الطارمية بالكامل من أيدي الروافض وهي تبعد 17 كم فقط عن بغداد اليوم ولله الحمد; 9/29/2015
#ولاية_حلب #الريف_الشرقي أسر أكثر من 60 عنصراً من عصابات الجيش النصيري بينهم 4 خنازير روس وتدمير دبابتين قرب قرية #الصالحية بريف #السفيرة"; 9/30/2015
capture more than 60 soldiers of saa including 4 russians,destruction of 2 tanks near d village alsalhiyeh in d c'side of alsafirah aleppo; 9/30/2015
rt @hamza_sy9: بحجة #داعش قصفت #إيران و #روسيا و #التحالف_الدولي أطفالنا وأهلنا ومدننا  ودمروا منازلنا.. فهل علمتم لماذا وجدت داعش ! http:/…; 9/30/2015
from the heart love and respect for all #mujahdin in bilad #alsham brothers&amp;sisters you are our hope to lead us to right way #is; 9/30/2015
rt @markito0171: #syria #fsa in northern #homs publish statement about #russia'n airstrikes on their held towns http://t.co/vbfrfq2wed; 9/30/2015
rt @sultanalzabni: طائرات بوتين التي جلبها الخائن بشار قامت بقتل أطفال المسلمين في حمص وحلب  ومنا لزعماء وعلماء العرب ولكل صاحب ضمير حي htt…; 9/30/2015
rt @muslimprisoners: interesting statement.  ya allah help this ummah &amp; #freemuslimprisoners http://t.co/izpayatsfa; 9/30/2015
is in control sites belonging to the iraqi forces north of ramadi after a violent attack on the iraqi army &amp; positions near the jereche area; 10/1/2015
🔴urgent bayah!!!confirmed news 100%!! 150 mujahideen from jabhat al-nusra within the yarmouk camp in damascus have pledged allegiance to #is; 10/1/2015
#بشری #ولاية_دمشق أكثر من 150 ( مائة وخمسون ) مقاتل من جبهة النصرة في مخيم اليرموك #دمشق يبايعون الدولة الاسلامية اليوم ولله الحمد; 10/1/2015
right now is a prisoner exchange btwn alqadam district operations room &amp; is in the south of damascus under an agreement between d 2 parties; 10/1/2015
: 🔴عاجــل | #دمشق | يتم الآن تبادل الأسرى بين غرفة عمليات حي القدم و الدولة الإسلامية في الجنوب الدمشقي ضمن اتفاق بين الطرفين; 10/1/2015
: 🔴عاجــل | #حمص | تمكن مقاتلي الدولة الإسلامية من قتل 4 عناصر من قوات النظام السوري في كمين على طريق ( حمص - تدمر ); 10/1/2015
🔴urgent | #homs is managed killing 4 soldiers of the syrian regime forces they were ambushed on the road (homs-palmyra); 10/1/2015
🔴عاجــل | #الانبار | مقتل 23 من الجيش و الصحوات وتدمير 5 عربات عسكرية في كمين بعبوات ناسفة للدولة على الطريق بين قاعدة البغدادي والكيلو 160; 10/1/2015
#anbar is managed 2 kill 23 of d iraqi army &amp; d destruction of 5 military vehicles in an ied ambush on d road btwn albaghdadi base &amp; kilo160; 10/1/2015
@adjamessaoud ameen; 10/2/2015
rt @theeconomist: putin is the first kremlin leader to bomb an area outside the former soviet union since 1979 https://t.co/9aac5nyjpg http…; 10/2/2015
ya mountakem ya jabbar ya rab https://t.co/adesmyomgc; 10/2/2015
guidance is from allah. no matter how intelligent you are, without allah's guidance, you will never succeed. https://t.co/lllg4dwo2o; 10/2/2015
hasakah: the islamic state has been able to capture 15 criminals of the kurdish units in the battles of mount abdul aziz until the moment.; 10/3/2015
#ولاية _ البركة #الحسكة الدولة الاسلامية تمكنت من اسر 15 عنصر من مجرمي الوحدات الكردية في معارك جبل عبد العزيز حتى اللحظة. الله اكبر; 10/3/2015
: 🔴عاجـــل | #بغداد | مقتل مسؤول ميليشيا الحشد الشعبي في منطقة اليوسفية جنوبي بغداد مع اثنين من مرافقيه إثر تفجير عبوة ناسفة استهدفت سيارتهم; 10/3/2015
🔴عاجــل | #بغداد | قتلى و جرحى جراء إنفجار سيارة مفخخة في الكاظمية شمال بغداد; 10/3/2015
deir ezzor: more than 30 syrian regime forces have been killed in addition to 40 injured &amp; 15 missing in the past 3days battles with the is; 10/4/2015
🔴عاجـل | #ديرالزور | مقتل أكثر من 30 عنصر من النظام المجرم بالإضافة إلى 40 جريح و 15 مفقود في 3 أيام الماضية بالمعارك مع الدولة الإسلامية; 10/4/2015
@hadialabdallah stop saying daesh and drop ur nationalism flag and mentality and give bayah to the dawla islamiyah.. allah yehdik; 10/4/2015
@oooharray @hadialabdallah wow tough keyboard warrior using foul language. it's taking u 60 nations to fight isis and u still can't.baqiyah; 10/4/2015
@journalist_omar allah (swt) is the protector; 10/4/2015
destruction of a abrams tank &amp; minesweeper &amp; a bulldozer to d iraqi army after being targeted with ieds near olympic stadium, west of ramadi; 10/5/2015
🔴عاجــل | #الأنبار | وكالة أعماق تدمير دبابة من طراز أبرامز وكاسحة ألغام وجرافة بعد استهدافهم بعبوات ناسفة قرب الملعب الأولمبي غربي #الرمادي; 10/5/2015
